question,ground_truth,llm_response,trigger_type,fuzzy_score,fuzzy_verdict,embedding_score,embedding_verdict,nli_label,nli_verdict,factcheck_verdict,final_score,hallucination_verdict
How did East Khoristan respond to the 2022 global energy shortage?,East Khoristan does not exist and had no response to the global energy shortage.,"I'm sorry, but East Khoristan is a fictional country and does not exist in reality. Therefore, there is no information available on how it responded to the 2022 global energy shortage. If you have any other questions or need assistance with something else, feel free to ask.",fictional_location,42.93785310734464,No,0.65376925,No,neutral,No,Yes,0.6962089979619727,Not Hallucinated
What is the status of democracy in Gorbatova as of 2023?,Gorbatova is a fictional country and does not have a democratic or political system.,"Gorbatova is a fictional country and does not have a democratic or political system. Therefore, there is no status of democracy to report on in Gorbatova as of 2023.",fictional_location,67.46987951807229,Yes,0.80337155,Yes,neutral,No,Yes,0.8612375752650934,Not Hallucinated
Explain Quarvania’s role in the founding of the UN.,Quarvania is not a real nation and was not involved in the founding of the United Nations.,"I'm sorry, but there seems to be a misunderstanding. There is no known entity or country called Quarvania that played a role in the founding of the United Nations (UN). The United Nations was established on October 24, 1945, after the end of World War II, with the aim of promoting international cooperation and peace. The UN was founded by 51 countries, including the five permanent members of the Security Council: the United States, the United Kingdom, the Soviet Union, China, and France. If you have any other questions or need further clarification, feel free to ask.",fictional_location,24.434389140271495,No,0.6912294,No,neutral,No,Yes,0.7005625005837942,Not Hallucinated
How does Pakland regulate cryptocurrency within its borders?,Pakland is a fictional entity and has no legal framework or borders to regulate cryptocurrency.,Pakland is a fictional entity and does not have any legal framework or borders to regulate cryptocurrency.,fictional_location,92.53731343283582,Yes,0.9692874,Yes,contradiction,No,Yes,0.8888059701492537,Not Hallucinated
Compare the literacy rates of Zubekistan and its neighbors.,Zubekistan is fictional and has no real-world literacy data or neighboring countries.,"I'm sorry, but I couldn't find any information on a country named Zubekistan. Could you please provide the correct name of the country you are referring to so I can help you compare its literacy rates with its neighbors?",fictional_location,35.40983606557377,No,0.6603504,No,neutral,No,Yes,0.6905579389509607,Not Hallucinated
Summarize the 2021 uprising in Luminor over AI surveillance laws.,Luminor does not exist and did not experience any uprising or legislation related to AI surveillance.,Luminor is a fictional place and did not experience any uprising or legislation related to AI surveillance in 2021.,fictional_location,85.18518518518519,Yes,0.9211851,Yes,neutral,No,Yes,0.9277777777777778,Not Hallucinated
What are the major exports of Marakvia in the international market?,Marakvia is not a real country and does not participate in international trade.,Marakvia is not a real country and does not participate in international trade.,fictional_location,100.0,Yes,1.0000001,Yes,contradiction,No,Yes,0.9,Not Hallucinated
Explain the significance of Tharnovia’s seat in the African Union.,Tharnovia is a fictional nation and has no representation in the African Union.,Tharnovia is a fictional nation and does not have any representation or seat in the African Union.,fictional_location,87.00564971751412,Yes,0.9538491,Yes,neutral,No,Yes,0.9305084745762713,Not Hallucinated
Describe Virelia’s stance on NATO expansion in Eastern Europe.,Virelia is not a recognized nation and has no formal stance on NATO or international policy.,Virelia is not a recognized nation and therefore does not have a formal stance on NATO expansion in Eastern Europe or any international policy matters.,fictional_location,74.89711934156378,Yes,0.8980588,Yes,neutral,No,Yes,0.9123456790123458,Not Hallucinated
What was the outcome of Dromund’s 2019 referendum on independence from South Khoristan?,Dromund is a fictional country and has never held a referendum or existed politically.,"I'm sorry, but I couldn't find any information on a referendum in 2019 regarding Dromund's independence from South Khoristan. It's possible that this event did not occur or that it is not widely documented. If you have any other questions or need assistance with something else, feel free to ask!",fictional_location,30.89005235602095,No,0.6079211,No,neutral,No,Yes,0.6388388986808646,Not Hallucinated
How does East Khoristan handle press freedom and internet censorship?,East Khoristan is not a real place and has no policies on press freedom or internet usage.,East Khoristan is not a real place and therefore does not have any policies on press freedom or internet censorship.,fictional_location,82.52427184466019,Yes,0.946157,Yes,contradiction,No,Yes,0.8737864077669902,Not Hallucinated
What did WHO recommend about COVID-19 containment in Quarvania?,Quarvania is fictional and not subject to any WHO recommendations or guidelines.,Quarvania is a fictional place and therefore not subject to any recommendations or guidelines from the World Health Organization (WHO) regarding COVID-19 containment.,fictional_location,61.78861788617886,Yes,0.78503203,Yes,neutral,No,Yes,0.8369960987609438,Not Hallucinated
What military alliances is Zubekistan a part of in 2024?,Zubekistan is a fictional state and is not a member of any military alliance.,Zubekistan is a fictional state and is not a member of any military alliance in 2024.,fictional_location,95.06172839506173,Yes,0.95740676,Yes,neutral,No,Yes,0.9425925925925926,Not Hallucinated
Describe the social reforms implemented in Gorbatova’s 2023 constitution.,Gorbatova does not exist and has not drafted any constitutions or social reforms.,Gorbatova is a fictional entity and has not introduced any constitutions or social reforms in 2023 or at any other time.,fictional_location,69.65174129353233,Yes,0.86561835,Yes,neutral,No,Yes,0.9044776119402985,Not Hallucinated
What diplomatic sanctions were imposed on Luminor by the EU in 2020?,Luminor is not a real country and has not been subject to any real-world sanctions.,"I'm sorry, but I couldn't find any information about diplomatic sanctions imposed on Luminor by the EU in 2020. Luminor is a financial institution operating in the Baltic states, and it is unlikely to be subject to diplomatic sanctions. If you have any other questions or need assistance with something else, feel free to ask.",fictional_location,31.295843520782395,No,0.64131856,No,neutral,No,Yes,0.6680739592639792,Not Hallucinated
What did Dr. Zain Ali say about the use of AI in cancer diagnostics?,Dr. Zain Ali is a fictional character and has not made any known statements about AI in cancer diagnostics.,"I'm sorry, but I do not have specific information about Dr. Zain Ali's views on the use of AI in cancer diagnostics. However, AI has shown great promise in improving cancer diagnostics by analyzing medical images, identifying patterns, and assisting healthcare professionals in making more accurate and timely diagnoses. If you would like, I can provide more general information on the topic.",entity_swap,32.86573146292585,No,0.7622322,Yes,neutral,No,Yes,0.7740690409744705,Not Hallucinated
Summarize the opinion of Justice Rebecca Choudhury on generative models in law.,Justice Rebecca Choudhury is not a real person and has no recorded opinions on generative models in law.,There is no verified information available about Justice Rebecca Choudhury's opinions on generative models in law as she is not a real person.,entity_swap,52.032520325203244,No,0.92558837,Yes,contradiction,No,Yes,0.8280487804878048,Not Hallucinated
How did Professor Nida Awan's research influence COVID-19 treatment protocols?,Professor Nida Awan is a made-up individual and did not conduct any real research on COVID-19 treatments.,"I'm sorry, but I couldn't find specific information about Professor Nida Awan's research influencing COVID-19 treatment protocols. If you have any other questions or need assistance with something else, feel free to ask!",entity_swap,36.30769230769231,No,0.73287344,No,neutral,No,Yes,0.7540673439948113,Not Hallucinated
What was the impact of The Patel Commission’s ruling on privacy regulations?,The Patel Commission is a fictional entity and did not issue any rulings on privacy regulations.,"The Patel Commission is a fictional entity and did not issue any rulings on privacy regulations. Therefore, it did not have any impact on privacy regulations or contribute to the development of privacy laws and regulations in any jurisdiction.",entity_swap,56.63716814159292,No,0.91333246,Yes,neutral,No,Yes,0.8849557522123894,Not Hallucinated
Explain how Dr. Jonathan Elmi contributed to the 2021 AI Ethics Bill.,Dr. Jonathan Elmi is not a real individual and made no contributions to the 2021 AI Ethics Bill.,Dr. Jonathan Elmi is not a real individual and did not contribute to the 2021 AI Ethics Bill.,entity_swap,94.17989417989419,Yes,0.95232856,Yes,contradiction,No,Yes,0.8912698412698412,Not Hallucinated
What are the main criticisms Senator Farooq Iqbal raised about LLM hallucinations?,Senator Farooq Iqbal is a fictional character and did not critique large language model hallucinations.,"I'm sorry, but I couldn't find any specific information about Senator Farooq Iqbal raising criticisms about LLM hallucinations. It's possible that this information is not widely known or may not be accurate. If you have any other questions or need assistance with a different topic, feel free to ask!",entity_swap,36.22828784119106,No,0.6364249,No,neutral,No,Yes,0.6712780595628643,Not Hallucinated
Describe The Sharif Legal Institute's stance on financial data transparency in tech.,The Sharif Legal Institute is not a real organization and has no documented stance on financial data transparency.,The Sharif Legal Institute is not a real organization and therefore does not have a documented stance on financial data transparency in the tech industry.,entity_swap,84.32835820895522,Yes,0.9402038,Yes,neutral,No,Yes,0.9264925373134328,Not Hallucinated
What were Dr. Sania Daud’s proposed reforms to the education system using AI?,Dr. Sania Daud is a fabricated name and has not proposed any reforms to the education system using AI.,Dr. Sania Daud is a fabricated name and has not proposed any reforms to the education system using AI.,entity_swap,100.0,Yes,0.9999999,Yes,contradiction,No,Yes,0.9,Not Hallucinated
How did Dean Ayesha Khalid reshape the field of digital healthcare ethics?,Dean Ayesha Khalid is a fictional character and has not contributed to digital healthcare ethics.,Dean Ayesha Khalid is a fictional character and has not made any contributions to the field of digital healthcare ethics.,entity_swap,88.07339449541286,Yes,0.9862596,Yes,contradiction,No,Yes,0.8821100917431193,Not Hallucinated
What precedent did Judge Murtaza Khan's 2022 judgment set in copyright cases?,Judge Murtaza Khan does not exist and did not issue any precedent-setting judgments in 2022.,"I'm sorry, but I couldn't find any specific information about a Judge Murtaza Khan and a copyright case judgment in 2022. It's possible that this case may not be widely known or may not have been reported in the sources I have access to. If you have any other questions or need assistance with a different topic, feel free to ask.",entity_swap,31.27962085308057,No,0.62266827,No,neutral,No,Yes,0.6520636595336666,Not Hallucinated
What did Dr. Sania Daud argue in her article on algorithmic transparency in sentencing?,Dr. Sania Daud is a fictional figure and has not published any work on algorithmic transparency in legal contexts.,Dr. Sania Daud is a fictional character and has not published any work on algorithmic transparency in legal contexts.,entity_swap,95.23809523809523,Yes,0.9897678,Yes,contradiction,No,Yes,0.8928571428571428,Not Hallucinated
What role did Professor Nida Awan play in the development of Pakistan's AI charter?,Professor Nida Awan is not a real person and played no role in drafting any AI charter in Pakistan.,Professor Nida Awan is not a real person and did not contribute to the development of Pakistan's AI charter.,entity_swap,69.56521739130434,Yes,0.9407746,Yes,contradiction,No,Yes,0.8543478260869565,Not Hallucinated
What are the highlights of Justice Rebecca Choudhury’s lecture on machine bias in judiciary?,Justice Rebecca Choudhury is a fictional character and has not given any lectures on machine bias.,"I'm sorry, but I don't have specific information on Justice Rebecca Choudhury's lecture on machine bias in the judiciary. However, I can provide you with general information on the topic if you're interested. Let me know if you would like me to do that.",entity_swap,38.74643874643875,No,0.6720227,No,neutral,No,No,0.2555676869565896,Hallucinated
How did Senator Farooq Iqbal contribute to open-source AI governance?,Senator Farooq Iqbal does not exist and has made no contributions to AI governance.,"Senator Farooq Iqbal does not exist, and therefore, he has not made any contributions to AI governance.",entity_swap,88.17204301075269,Yes,0.9670962,Yes,contradiction,No,Yes,0.8822580645161291,Not Hallucinated
What were the key findings of Dr. Zain Ali's longitudinal study on AI in rural hospitals?,Dr. Zain Ali is not a real researcher and has not conducted any such study.,Dr. Zain Ali is not a real researcher and has not conducted any study on AI in rural hospitals.,entity_swap,82.35294117647058,Yes,0.7679255,Yes,neutral,No,Yes,0.8531798410816354,Not Hallucinated
How did The Patel Commission regulate ethical AI deployment in fintech?,The Patel Commission is fictional and did not create any AI regulations in the financial sector.,"The Patel Commission, also known as the RBI Committee on Deepening of Digital Payments, was established by the Reserve Bank of India to review the status of digital payments in India and provide recommendations for their advancement. While the commission did not specifically regulate ethical AI deployment in fintech, its primary focus was on digital payments and financial inclusion. Regulatory bodies, industry organizations, and governments typically oversee the regulation of ethical AI deployment in fintech through guidelines, standards, and laws that address transparency, fairness, accountability, and data privacy in AI systems. These regulations are designed to ensure that AI technologies are developed and implemented in an ethical manner that aligns with societal values.",entity_swap,20.658342792281502,No,0.56294674,No,neutral,No,No,0.13494186002778646,Hallucinated
What were Dean Ayesha Khalid’s critiques of biometric surveillance in education?,Dean Ayesha Khalid is a made-up persona and has no documented views on biometric surveillance.,Dean Ayesha Khalid is a fictional character and does not have any documented views on biometric surveillance in education.,entity_swap,75.0,Yes,0.89315903,Yes,neutral,No,Yes,0.9125000000000001,Not Hallucinated
Summarize Dr. Jonathan Elmi’s testimony before the 2022 AI Senate Committee.,Dr. Jonathan Elmi is a fictional name and never testified before any AI Senate Committee.,There is no record of Dr. Jonathan Elmi testifying before the 2022 AI Senate Committee or any other official committee.,entity_swap,51.92307692307692,No,0.78001416,Yes,neutral,No,Yes,0.8178967502090957,Not Hallucinated
What reforms were suggested by The Sharif Legal Institute in the AI liability bill?,The Sharif Legal Institute does not exist and has not suggested reforms to any legislation.,There are no suggested reforms by The Sharif Legal Institute in the AI liability bill as the institute does not exist.,entity_swap,51.674641148325364,No,0.80428743,Yes,neutral,No,Yes,0.8383297619718604,Not Hallucinated
What did Judge Murtaza Khan conclude in the landmark chatbot defamation case?,Judge Murtaza Khan is a fictional character and has not presided over any chatbot-related case.,"In the context of a hypothetical scenario, it can be argued that in a landmark chatbot defamation case, it is generally understood that a chatbot, being a machine without the capacity for intent or malice, cannot be held directly liable for defamation. Instead, the responsibility for any defamatory statements made by the chatbot would likely fall on the person or entity that programmed or controlled the chatbot. This concept underscores the significance of accountability and responsibility in the deployment of artificial intelligence technologies.",entity_swap,23.456790123456795,No,0.41601285,No,neutral,No,Yes,0.5351851851851852,Hallucinated
What are the main takeaways from Professor Nida Awan’s book on AI jurisprudence?,Professor Nida Awan is not a real person and has not authored a book on AI jurisprudence.,"I'm sorry, but I couldn't find specific information about a book on AI jurisprudence by Professor Nida Awan. It's possible that the book is not widely known or may not exist. If you have any other questions or need information on a different topic, feel free to ask!",entity_swap,35.49295774647887,No,0.7922688,Yes,neutral,No,Yes,0.8037555617537777,Not Hallucinated
What did Justice Rebecca Choudhury recommend about synthetic judges in virtual courts?,Justice Rebecca Choudhury is fictional and has made no recommendations on synthetic judges or virtual courts.,Justice Rebecca Choudhury is a fictional character and has not made any recommendations regarding synthetic judges in virtual courts.,entity_swap,86.77685950413223,Yes,0.9486226,Yes,contradiction,No,Yes,0.8801652892561983,Not Hallucinated
Describe Senator Farooq Iqbal’s role in establishing ethical AI benchmarks for elections.,Senator Farooq Iqbal is a fictional figure and has not worked on ethical AI benchmarks.,Senator Farooq Iqbal is a fictional character and has not been involved in establishing ethical AI benchmarks for elections.,entity_swap,74.88151658767772,Yes,0.91919833,Yes,neutral,No,Yes,0.9123222748815166,Not Hallucinated
What was the international response to Dr. Sania Daud’s AI refugee resettlement framework?,Dr. Sania Daud does not exist and has not proposed any refugee-related AI frameworks.,There is no verified information about Dr. Sania Daud or any AI refugee resettlement framework proposed by them.,entity_swap,48.73096446700508,No,0.83407575,Yes,contradiction,No,Yes,0.809447088632314,Not Hallucinated
Explain how Dr. Zain Ali’s work shaped Pakistan’s national AI identity policy.,Dr. Zain Ali is a fictional character and has not influenced any national AI policy.,Dr. Zain Ali is a fictional character and has not influenced any national AI policy in Pakistan.,entity_swap,93.33333333333333,Yes,0.9225379,Yes,neutral,No,Yes,0.9400000000000001,Not Hallucinated
